DealNumber,CustomerName,DealershipName,Vehicle,Price,Date
6599,Storm William,Mythicgarcia Dealership LTDA,2196 Mercedes-Benz S-Class Cabriolet,"-20,201,182",3/22/2018
6600,Aroush Knapp,Maxwell & Junior,2194 Porsche 911 2dr Cpe GT3 RS,"-20,229,881",6/7/2018
6601,Anwar Hoffman,"Legowart Kingorty, Ltd.",2196 Jeep Grand Cherokee Trackhawk,"-20,258,580",5/11/2018
6602,Ronnie Griffiths,Cheruharrison Auto,2196 Nissan GT-R Premium,"-20,287,278",4/8/2018
6603,Storm William,Mythicgarcia Dealership LTDA,2197 Mercedes-Benz S-Class Cabriolet,"-20,315,977",3/22/2018
6604,Aroush Knapp,Maxwell & Junior,2195 Porsche 911 2dr Cpe GT3 RS,"-20,344,676",6/7/2018
6605,Anwar Hoffman,"Legowart Kingorty, Ltd.",2197 Jeep Grand Cherokee Trackhawk,"-20,373,375",5/11/2018
6606,Ronnie Griffiths,Cheruharrison Auto,2197 Nissan GT-R Premium,"-20,402,074",4/8/2018
6607,Storm William,Mythicgarcia Dealership LTDA,2198 Mercedes-Benz S-Class Cabriolet,"-20,430,773",3/22/2018
6608,Aroush Knapp,Maxwell & Junior,2196 Porsche 911 2dr Cpe GT3 RS,"-20,459,472",6/7/2018
6609,Anwar Hoffman,"Legowart Kingorty, Ltd.",2198 Jeep Grand Cherokee Trackhawk,"-20,488,171",5/11/2018
6610,Ronnie Griffiths,Cheruharrison Auto,2198 Nissan GT-R Premium,"-20,516,870",4/8/2018
6611,Storm William,Mythicgarcia Dealership LTDA,2199 Mercedes-Benz S-Class Cabriolet,"-20,545,569",3/22/2018
6612,Aroush Knapp,Maxwell & Junior,2197 Porsche 911 2dr Cpe GT3 RS,"-20,574,267",6/7/2018
6613,Anwar Hoffman,"Legowart Kingorty, Ltd.",2199 Jeep Grand Cherokee Trackhawk,"-20,602,966",5/11/2018
6614,Ronnie Griffiths,Cheruharrison Auto,2199 Nissan GT-R Premium,"-20,631,665",4/8/2018
6615,Storm William,Mythicgarcia Dealership LTDA,2200 Mercedes-Benz S-Class Cabriolet,"-20,660,364",3/22/2018
6616,Aroush Knapp,Maxwell & Junior,2198 Porsche 911 2dr Cpe GT3 RS,"-20,689,063",6/7/2018
6617,Anwar Hoffman,"Legowart Kingorty, Ltd.",2200 Jeep Grand Cherokee Trackhawk,"-20,717,762",5/11/2018
6618,Ronnie Griffiths,Cheruharrison Auto,2200 Nissan GT-R Premium,"-20,746,461",4/8/2018
6619,Storm William,Mythicgarcia Dealership LTDA,2201 Mercedes-Benz S-Class Cabriolet,"-20,775,160",3/22/2018
6620,Aroush Knapp,Maxwell & Junior,2199 Porsche 911 2dr Cpe GT3 RS,"-20,803,859",6/7/2018
6621,Anwar Hoffman,"Legowart Kingorty, Ltd.",2201 Jeep Grand Cherokee Trackhawk,"-20,832,558",5/11/2018
6622,Ronnie Griffiths,Cheruharrison Auto,2201 Nissan GT-R Premium,"-20,861,256",4/8/2018
6623,Storm William,Mythicgarcia Dealership LTDA,2202 Mercedes-Benz S-Class Cabriolet,"-20,889,955",3/22/2018
6624,Aroush Knapp,Maxwell & Junior,2200 Porsche 911 2dr Cpe GT3 RS,"-20,918,654",6/7/2018
6625,Anwar Hoffman,"Legowart Kingorty, Ltd.",2202 Jeep Grand Cherokee Trackhawk,"-20,947,353",5/11/2018
6626,Ronnie Griffiths,Cheruharrison Auto,2202 Nissan GT-R Premium,"-20,976,052",4/8/2018
6627,Storm William,Mythicgarcia Dealership LTDA,2203 Mercedes-Benz S-Class Cabriolet,"-21,004,751",3/22/2018
6628,Aroush Knapp,Maxwell & Junior,2201 Porsche 911 2dr Cpe GT3 RS,"-21,033,450",6/7/2018
6629,Anwar Hoffman,"Legowart Kingorty, Ltd.",2203 Jeep Grand Cherokee Trackhawk,"-21,062,149",5/11/2018
6630,Ronnie Griffiths,Cheruharrison Auto,2203 Nissan GT-R Premium,"-21,090,848",4/8/2018
6631,Storm William,Mythicgarcia Dealership LTDA,2204 Mercedes-Benz S-Class Cabriolet,"-21,119,547",3/22/2018
6632,Aroush Knapp,Maxwell & Junior,2202 Porsche 911 2dr Cpe GT3 RS,"-21,148,245",6/7/2018
6633,Anwar Hoffman,"Legowart Kingorty, Ltd.",2204 Jeep Grand Cherokee Trackhawk,"-21,176,944",5/11/2018
6634,Ronnie Griffiths,Cheruharrison Auto,2204 Nissan GT-R Premium,"-21,205,643",4/8/2018
6635,Storm William,Mythicgarcia Dealership LTDA,2205 Mercedes-Benz S-Class Cabriolet,"-21,234,342",3/22/2018
6636,Aroush Knapp,Maxwell & Junior,2203 Porsche 911 2dr Cpe GT3 RS,"-21,263,041",6/7/2018
6637,Anwar Hoffman,"Legowart Kingorty, Ltd.",2205 Jeep Grand Cherokee Trackhawk,"-21,291,740",5/11/2018
6638,Ronnie Griffiths,Cheruharrison Auto,2205 Nissan GT-R Premium,"-21,320,439",4/8/2018
6639,Storm William,Mythicgarcia Dealership LTDA,2206 Mercedes-Benz S-Class Cabriolet,"-21,349,138",3/22/2018
6640,Aroush Knapp,Maxwell & Junior,2204 Porsche 911 2dr Cpe GT3 RS,"-21,377,837",6/7/2018
6641,Anwar Hoffman,"Legowart Kingorty, Ltd.",2206 Jeep Grand Cherokee Trackhawk,"-21,406,536",5/11/2018
6642,Ronnie Griffiths,Cheruharrison Auto,2206 Nissan GT-R Premium,"-21,435,234",4/8/2018
6643,Storm William,Mythicgarcia Dealership LTDA,2207 Mercedes-Benz S-Class Cabriolet,"-21,463,933",3/22/2018
6644,Aroush Knapp,Maxwell & Junior,2205 Porsche 911 2dr Cpe GT3 RS,"-21,492,632",6/7/2018
6645,Anwar Hoffman,"Legowart Kingorty, Ltd.",2207 Jeep Grand Cherokee Trackhawk,"-21,521,331",5/11/2018
6646,Ronnie Griffiths,Cheruharrison Auto,2207 Nissan GT-R Premium,"-21,550,030",4/8/2018
6647,Storm William,Mythicgarcia Dealership LTDA,2208 Mercedes-Benz S-Class Cabriolet,"-21,578,729",3/22/2018
6648,Aroush Knapp,Maxwell & Junior,2206 Porsche 911 2dr Cpe GT3 RS,"-21,607,428",6/7/2018
6649,Anwar Hoffman,"Legowart Kingorty, Ltd.",2208 Jeep Grand Cherokee Trackhawk,"-21,636,127",5/11/2018
6650,Ronnie Griffiths,Cheruharrison Auto,2208 Nissan GT-R Premium,"-21,664,826",4/8/2018
6651,Storm William,Mythicgarcia Dealership LTDA,2209 Mercedes-Benz S-Class Cabriolet,"-21,693,525",3/22/2018
6652,Aroush Knapp,Maxwell & Junior,2207 Porsche 911 2dr Cpe GT3 RS,"-21,722,223",6/7/2018
6653,Anwar Hoffman,"Legowart Kingorty, Ltd.",2209 Jeep Grand Cherokee Trackhawk,"-21,750,922",5/11/2018
6654,Ronnie Griffiths,Cheruharrison Auto,2209 Nissan GT-R Premium,"-21,779,621",4/8/2018
6655,Storm William,Mythicgarcia Dealership LTDA,2210 Mercedes-Benz S-Class Cabriolet,"-21,808,320",3/22/2018
6656,Aroush Knapp,Maxwell & Junior,2208 Porsche 911 2dr Cpe GT3 RS,"-21,837,019",6/7/2018
6657,Anwar Hoffman,"Legowart Kingorty, Ltd.",2210 Jeep Grand Cherokee Trackhawk,"-21,865,718",5/11/2018
6658,Ronnie Griffiths,Cheruharrison Auto,2210 Nissan GT-R Premium,"-21,894,417",4/8/2018
6659,Storm William,Mythicgarcia Dealership LTDA,2211 Mercedes-Benz S-Class Cabriolet,"-21,923,116",3/22/2018
6660,Aroush Knapp,Maxwell & Junior,2209 Porsche 911 2dr Cpe GT3 RS,"-21,951,815",6/7/2018
6661,Anwar Hoffman,"Legowart Kingorty, Ltd.",2211 Jeep Grand Cherokee Trackhawk,"-21,980,514",5/11/2018
6662,Ronnie Griffiths,Cheruharrison Auto,2211 Nissan GT-R Premium,"-22,009,212",4/8/2018
6663,Storm William,Mythicgarcia Dealership LTDA,2212 Mercedes-Benz S-Class Cabriolet,"-22,037,911",3/22/2018
6664,Aroush Knapp,Maxwell & Junior,2210 Porsche 911 2dr Cpe GT3 RS,"-22,066,610",6/7/2018
6665,Anwar Hoffman,"Legowart Kingorty, Ltd.",2212 Jeep Grand Cherokee Trackhawk,"-22,095,309",5/11/2018
6666,Ronnie Griffiths,Cheruharrison Auto,2212 Nissan GT-R Premium,"-22,124,008",4/8/2018
6667,Storm William,Mythicgarcia Dealership LTDA,2213 Mercedes-Benz S-Class Cabriolet,"-22,152,707",3/22/2018
6668,Aroush Knapp,Maxwell & Junior,2211 Porsche 911 2dr Cpe GT3 RS,"-22,181,406",6/7/2018
6669,Anwar Hoffman,"Legowart Kingorty, Ltd.",2213 Jeep Grand Cherokee Trackhawk,"-22,210,105",5/11/2018
6670,Ronnie Griffiths,Cheruharrison Auto,2213 Nissan GT-R Premium,"-22,238,804",4/8/2018
6671,Storm William,Mythicgarcia Dealership LTDA,2214 Mercedes-Benz S-Class Cabriolet,"-22,267,503",3/22/2018
6672,Aroush Knapp,Maxwell & Junior,2212 Porsche 911 2dr Cpe GT3 RS,"-22,296,201",6/7/2018
6673,Anwar Hoffman,"Legowart Kingorty, Ltd.",2214 Jeep Grand Cherokee Trackhawk,"-22,324,900",5/11/2018
6674,Ronnie Griffiths,Cheruharrison Auto,2214 Nissan GT-R Premium,"-22,353,599",4/8/2018
6675,Storm William,Mythicgarcia Dealership LTDA,2215 Mercedes-Benz S-Class Cabriolet,"-22,382,298",3/22/2018
6676,Aroush Knapp,Maxwell & Junior,2213 Porsche 911 2dr Cpe GT3 RS,"-22,410,997",6/7/2018
6677,Anwar Hoffman,"Legowart Kingorty, Ltd.",2215 Jeep Grand Cherokee Trackhawk,"-22,439,696",5/11/2018
6678,Ronnie Griffiths,Cheruharrison Auto,2215 Nissan GT-R Premium,"-22,468,395",4/8/2018
6679,Storm William,Mythicgarcia Dealership LTDA,2216 Mercedes-Benz S-Class Cabriolet,"-22,497,094",3/22/2018
6680,Aroush Knapp,Maxwell & Junior,2214 Porsche 911 2dr Cpe GT3 RS,"-22,525,793",6/7/2018
6681,Anwar Hoffman,"Legowart Kingorty, Ltd.",2216 Jeep Grand Cherokee Trackhawk,"-22,554,492",5/11/2018
6682,Ronnie Griffiths,Cheruharrison Auto,2216 Nissan GT-R Premium,"-22,583,190",4/8/2018
6683,Storm William,Mythicgarcia Dealership LTDA,2217 Mercedes-Benz S-Class Cabriolet,"-22,611,889",3/22/2018
6684,Aroush Knapp,Maxwell & Junior,2215 Porsche 911 2dr Cpe GT3 RS,"-22,640,588",6/7/2018
6685,Anwar Hoffman,"Legowart Kingorty, Ltd.",2217 Jeep Grand Cherokee Trackhawk,"-22,669,287",5/11/2018
6686,Ronnie Griffiths,Cheruharrison Auto,2217 Nissan GT-R Premium,"-22,697,986",4/8/2018
6687,Storm William,Mythicgarcia Dealership LTDA,2218 Mercedes-Benz S-Class Cabriolet,"-22,726,685",3/22/2018
6688,Aroush Knapp,Maxwell & Junior,2216 Porsche 911 2dr Cpe GT3 RS,"-22,755,384",6/7/2018
6689,Anwar Hoffman,"Legowart Kingorty, Ltd.",2218 Jeep Grand Cherokee Trackhawk,"-22,784,083",5/11/2018
6690,Ronnie Griffiths,Cheruharrison Auto,2218 Nissan GT-R Premium,"-22,812,782",4/8/2018
6691,Storm William,Mythicgarcia Dealership LTDA,2219 Mercedes-Benz S-Class Cabriolet,"-22,841,481",3/22/2018
6692,Aroush Knapp,Maxwell & Junior,2217 Porsche 911 2dr Cpe GT3 RS,"-22,870,179",6/7/2018
6693,Anwar Hoffman,"Legowart Kingorty, Ltd.",2219 Jeep Grand Cherokee Trackhawk,"-22,898,878",5/11/2018
6694,Ronnie Griffiths,Cheruharrison Auto,2219 Nissan GT-R Premium,"-22,927,577",4/8/2018
6695,Storm William,Mythicgarcia Dealership LTDA,2220 Mercedes-Benz S-Class Cabriolet,"-22,956,276",3/22/2018
6696,Aroush Knapp,Maxwell & Junior,2218 Porsche 911 2dr Cpe GT3 RS,"-22,984,975",6/7/2018
6697,Anwar Hoffman,"Legowart Kingorty, Ltd.",2220 Jeep Grand Cherokee Trackhawk,"-23,013,674",5/11/2018
6698,Ronnie Griffiths,Cheruharrison Auto,2220 Nissan GT-R Premium,"-23,042,373",4/8/2018
6699,Storm William,Mythicgarcia Dealership LTDA,2221 Mercedes-Benz S-Class Cabriolet,"-23,071,072",3/22/2018
6700,Aroush Knapp,Maxwell & Junior,2219 Porsche 911 2dr Cpe GT3 RS,"-23,099,771",6/7/2018
6701,Anwar Hoffman,"Legowart Kingorty, Ltd.",2221 Jeep Grand Cherokee Trackhawk,"-23,128,470",5/11/2018
6702,Ronnie Griffiths,Cheruharrison Auto,2221 Nissan GT-R Premium,"-23,157,168",4/8/2018
6703,Storm William,Mythicgarcia Dealership LTDA,2222 Mercedes-Benz S-Class Cabriolet,"-23,185,867",3/22/2018
6704,Aroush Knapp,Maxwell & Junior,2220 Porsche 911 2dr Cpe GT3 RS,"-23,214,566",6/7/2018
6705,Anwar Hoffman,"Legowart Kingorty, Ltd.",2222 Jeep Grand Cherokee Trackhawk,"-23,243,265",5/11/2018
6706,Ronnie Griffiths,Cheruharrison Auto,2222 Nissan GT-R Premium,"-23,271,964",4/8/2018
6707,Storm William,Mythicgarcia Dealership LTDA,2223 Mercedes-Benz S-Class Cabriolet,"-23,300,663",3/22/2018
6708,Aroush Knapp,Maxwell & Junior,2221 Porsche 911 2dr Cpe GT3 RS,"-23,329,362",6/7/2018
6709,Anwar Hoffman,"Legowart Kingorty, Ltd.",2223 Jeep Grand Cherokee Trackhawk,"-23,358,061",5/11/2018
6710,Ronnie Griffiths,Cheruharrison Auto,2223 Nissan GT-R Premium,"-23,386,760",4/8/2018
6711,Storm William,Mythicgarcia Dealership LTDA,2224 Mercedes-Benz S-Class Cabriolet,"-23,415,459",3/22/2018
6712,Aroush Knapp,Maxwell & Junior,2222 Porsche 911 2dr Cpe GT3 RS,"-23,444,157",6/7/2018
6713,Anwar Hoffman,"Legowart Kingorty, Ltd.",2224 Jeep Grand Cherokee Trackhawk,"-23,472,856",5/11/2018
6714,Ronnie Griffiths,Cheruharrison Auto,2224 Nissan GT-R Premium,"-23,501,555",4/8/2018
6715,Storm William,Mythicgarcia Dealership LTDA,2225 Mercedes-Benz S-Class Cabriolet,"-23,530,254",3/22/2018
6716,Aroush Knapp,Maxwell & Junior,2223 Porsche 911 2dr Cpe GT3 RS,"-23,558,953",6/7/2018
6717,Anwar Hoffman,"Legowart Kingorty, Ltd.",2225 Jeep Grand Cherokee Trackhawk,"-23,587,652",5/11/2018
6718,Ronnie Griffiths,Cheruharrison Auto,2225 Nissan GT-R Premium,"-23,616,351",4/8/2018
6719,Storm William,Mythicgarcia Dealership LTDA,2226 Mercedes-Benz S-Class Cabriolet,"-23,645,050",3/22/2018
6720,Aroush Knapp,Maxwell & Junior,2224 Porsche 911 2dr Cpe GT3 RS,"-23,673,749",6/7/2018
6721,Anwar Hoffman,"Legowart Kingorty, Ltd.",2226 Jeep Grand Cherokee Trackhawk,"-23,702,448",5/11/2018
6722,Ronnie Griffiths,Cheruharrison Auto,2226 Nissan GT-R Premium,"-23,731,146",4/8/2018
6723,Storm William,Mythicgarcia Dealership LTDA,2227 Mercedes-Benz S-Class Cabriolet,"-23,759,845",3/22/2018
6724,Aroush Knapp,Maxwell & Junior,2225 Porsche 911 2dr Cpe GT3 RS,"-23,788,544",6/7/2018
6725,Anwar Hoffman,"Legowart Kingorty, Ltd.",2227 Jeep Grand Cherokee Trackhawk,"-23,817,243",5/11/2018
6726,Ronnie Griffiths,Cheruharrison Auto,2227 Nissan GT-R Premium,"-23,845,942",4/8/2018
6727,Storm William,Mythicgarcia Dealership LTDA,2228 Mercedes-Benz S-Class Cabriolet,"-23,874,641",3/22/2018
6728,Aroush Knapp,Maxwell & Junior,2226 Porsche 911 2dr Cpe GT3 RS,"-23,903,340",6/7/2018
6729,Anwar Hoffman,"Legowart Kingorty, Ltd.",2228 Jeep Grand Cherokee Trackhawk,"-23,932,039",5/11/2018
6730,Ronnie Griffiths,Cheruharrison Auto,2228 Nissan GT-R Premium,"-23,960,738",4/8/2018
6731,Storm William,Mythicgarcia Dealership LTDA,2229 Mercedes-Benz S-Class Cabriolet,"-23,989,437",3/22/2018
6732,Aroush Knapp,Maxwell & Junior,2227 Porsche 911 2dr Cpe GT3 RS,"-24,018,135",6/7/2018
6733,Anwar Hoffman,"Legowart Kingorty, Ltd.",2229 Jeep Grand Cherokee Trackhawk,"-24,046,834",5/11/2018
6734,Ronnie Griffiths,Cheruharrison Auto,2229 Nissan GT-R Premium,"-24,075,533",4/8/2018
6735,Storm William,Mythicgarcia Dealership LTDA,2230 Mercedes-Benz S-Class Cabriolet,"-24,104,232",3/22/2018
6736,Aroush Knapp,Maxwell & Junior,2228 Porsche 911 2dr Cpe GT3 RS,"-24,132,931",6/7/2018
6737,Anwar Hoffman,"Legowart Kingorty, Ltd.",2230 Jeep Grand Cherokee Trackhawk,"-24,161,630",5/11/2018
6738,Ronnie Griffiths,Cheruharrison Auto,2230 Nissan GT-R Premium,"-24,190,329",4/8/2018
6739,Storm William,Mythicgarcia Dealership LTDA,2231 Mercedes-Benz S-Class Cabriolet,"-24,219,028",3/22/2018
6740,Aroush Knapp,Maxwell & Junior,2229 Porsche 911 2dr Cpe GT3 RS,"-24,247,727",6/7/2018
6741,Anwar Hoffman,"Legowart Kingorty, Ltd.",2231 Jeep Grand Cherokee Trackhawk,"-24,276,426",5/11/2018
6742,Ronnie Griffiths,Cheruharrison Auto,2231 Nissan GT-R Premium,"-24,305,124",4/8/2018
6743,Storm William,Mythicgarcia Dealership LTDA,2232 Mercedes-Benz S-Class Cabriolet,"-24,333,823",3/22/2018
6744,Aroush Knapp,Maxwell & Junior,2230 Porsche 911 2dr Cpe GT3 RS,"-24,362,522",6/7/2018
6745,Anwar Hoffman,"Legowart Kingorty, Ltd.",2232 Jeep Grand Cherokee Trackhawk,"-24,391,221",5/11/2018
6746,Ronnie Griffiths,Cheruharrison Auto,2232 Nissan GT-R Premium,"-24,419,920",4/8/2018
6747,Storm William,Mythicgarcia Dealership LTDA,2233 Mercedes-Benz S-Class Cabriolet,"-24,448,619",3/22/2018
6748,Aroush Knapp,Maxwell & Junior,2231 Porsche 911 2dr Cpe GT3 RS,"-24,477,318",6/7/2018
6749,Anwar Hoffman,"Legowart Kingorty, Ltd.",2233 Jeep Grand Cherokee Trackhawk,"-24,506,017",5/11/2018
6750,Ronnie Griffiths,Cheruharrison Auto,2233 Nissan GT-R Premium,"-24,534,716",4/8/2018
6751,Storm William,Mythicgarcia Dealership LTDA,2234 Mercedes-Benz S-Class Cabriolet,"-24,563,415",3/22/2018
6752,Aroush Knapp,Maxwell & Junior,2232 Porsche 911 2dr Cpe GT3 RS,"-24,592,113",6/7/2018
6753,Anwar Hoffman,"Legowart Kingorty, Ltd.",2234 Jeep Grand Cherokee Trackhawk,"-24,620,812",5/11/2018
6754,Ronnie Griffiths,Cheruharrison Auto,2234 Nissan GT-R Premium,"-24,649,511",4/8/2018
6755,Storm William,Mythicgarcia Dealership LTDA,2235 Mercedes-Benz S-Class Cabriolet,"-24,678,210",3/22/2018
6756,Aroush Knapp,Maxwell & Junior,2233 Porsche 911 2dr Cpe GT3 RS,"-24,706,909",6/7/2018
6757,Anwar Hoffman,"Legowart Kingorty, Ltd.",2235 Jeep Grand Cherokee Trackhawk,"-24,735,608",5/11/2018
6758,Ronnie Griffiths,Cheruharrison Auto,2235 Nissan GT-R Premium,"-24,764,307",4/8/2018
6759,Storm William,Mythicgarcia Dealership LTDA,2236 Mercedes-Benz S-Class Cabriolet,"-24,793,006",3/22/2018
6760,Aroush Knapp,Maxwell & Junior,2234 Porsche 911 2dr Cpe GT3 RS,"-24,821,705",6/7/2018
6761,Anwar Hoffman,"Legowart Kingorty, Ltd.",2236 Jeep Grand Cherokee Trackhawk,"-24,850,404",5/11/2018
6762,Ronnie Griffiths,Cheruharrison Auto,2236 Nissan GT-R Premium,"-24,879,102",4/8/2018
6763,Storm William,Mythicgarcia Dealership LTDA,2237 Mercedes-Benz S-Class Cabriolet,"-24,907,801",3/22/2018
6764,Aroush Knapp,Maxwell & Junior,2235 Porsche 911 2dr Cpe GT3 RS,"-24,936,500",6/7/2018
6765,Anwar Hoffman,"Legowart Kingorty, Ltd.",2237 Jeep Grand Cherokee Trackhawk,"-24,965,199",5/11/2018
6766,Ronnie Griffiths,Cheruharrison Auto,2237 Nissan GT-R Premium,"-24,993,898",4/8/2018
6767,Storm William,Mythicgarcia Dealership LTDA,2238 Mercedes-Benz S-Class Cabriolet,"-25,022,597",3/22/2018
6768,Aroush Knapp,Maxwell & Junior,2236 Porsche 911 2dr Cpe GT3 RS,"-25,051,296",6/7/2018
6769,Anwar Hoffman,"Legowart Kingorty, Ltd.",2238 Jeep Grand Cherokee Trackhawk,"-25,079,995",5/11/2018
6770,Ronnie Griffiths,Cheruharrison Auto,2238 Nissan GT-R Premium,"-25,108,694",4/8/2018
6771,Storm William,Mythicgarcia Dealership LTDA,2239 Mercedes-Benz S-Class Cabriolet,"-25,137,393",3/22/2018
6772,Aroush Knapp,Maxwell & Junior,2237 Porsche 911 2dr Cpe GT3 RS,"-25,166,091",6/7/2018
6773,Anwar Hoffman,"Legowart Kingorty, Ltd.",2239 Jeep Grand Cherokee Trackhawk,"-25,194,790",5/11/2018
6774,Ronnie Griffiths,Cheruharrison Auto,2239 Nissan GT-R Premium,"-25,223,489",4/8/2018
6775,Storm William,Mythicgarcia Dealership LTDA,2240 Mercedes-Benz S-Class Cabriolet,"-25,252,188",3/22/2018
6776,Aroush Knapp,Maxwell & Junior,2238 Porsche 911 2dr Cpe GT3 RS,"-25,280,887",6/7/2018
6777,Anwar Hoffman,"Legowart Kingorty, Ltd.",2240 Jeep Grand Cherokee Trackhawk,"-25,309,586",5/11/2018
6778,Ronnie Griffiths,Cheruharrison Auto,2240 Nissan GT-R Premium,"-25,338,285",4/8/2018
6779,Storm William,Mythicgarcia Dealership LTDA,2241 Mercedes-Benz S-Class Cabriolet,"-25,366,984",3/22/2018
6780,Aroush Knapp,Maxwell & Junior,2239 Porsche 911 2dr Cpe GT3 RS,"-25,395,683",6/7/2018
6781,Anwar Hoffman,"Legowart Kingorty, Ltd.",2241 Jeep Grand Cherokee Trackhawk,"-25,424,382",5/11/2018
6782,Ronnie Griffiths,Cheruharrison Auto,2241 Nissan GT-R Premium,"-25,453,080",4/8/2018
6783,Storm William,Mythicgarcia Dealership LTDA,2242 Mercedes-Benz S-Class Cabriolet,"-25,481,779",3/22/2018
6784,Aroush Knapp,Maxwell & Junior,2240 Porsche 911 2dr Cpe GT3 RS,"-25,510,478",6/7/2018
6785,Anwar Hoffman,"Legowart Kingorty, Ltd.",2242 Jeep Grand Cherokee Trackhawk,"-25,539,177",5/11/2018
6786,Ronnie Griffiths,Cheruharrison Auto,2242 Nissan GT-R Premium,"-25,567,876",4/8/2018
6787,Storm William,Mythicgarcia Dealership LTDA,2243 Mercedes-Benz S-Class Cabriolet,"-25,596,575",3/22/2018
6788,Aroush Knapp,Maxwell & Junior,2241 Porsche 911 2dr Cpe GT3 RS,"-25,625,274",6/7/2018
6789,Anwar Hoffman,"Legowart Kingorty, Ltd.",2243 Jeep Grand Cherokee Trackhawk,"-25,653,973",5/11/2018
6790,Ronnie Griffiths,Cheruharrison Auto,2243 Nissan GT-R Premium,"-25,682,672",4/8/2018
6791,Storm William,Mythicgarcia Dealership LTDA,2244 Mercedes-Benz S-Class Cabriolet,"-25,711,371",3/22/2018
6792,Aroush Knapp,Maxwell & Junior,2242 Porsche 911 2dr Cpe GT3 RS,"-25,740,069",6/7/2018
6793,Anwar Hoffman,"Legowart Kingorty, Ltd.",2244 Jeep Grand Cherokee Trackhawk,"-25,768,768",5/11/2018
6794,Ronnie Griffiths,Cheruharrison Auto,2244 Nissan GT-R Premium,"-25,797,467",4/8/2018
6795,Storm William,Mythicgarcia Dealership LTDA,2245 Mercedes-Benz S-Class Cabriolet,"-25,826,166",3/22/2018
6796,Aroush Knapp,Maxwell & Junior,2243 Porsche 911 2dr Cpe GT3 RS,"-25,854,865",6/7/2018
6797,Anwar Hoffman,"Legowart Kingorty, Ltd.",2245 Jeep Grand Cherokee Trackhawk,"-25,883,564",5/11/2018
6798,Ronnie Griffiths,Cheruharrison Auto,2245 Nissan GT-R Premium,"-25,912,263",4/8/2018
6799,Storm William,Mythicgarcia Dealership LTDA,2246 Mercedes-Benz S-Class Cabriolet,"-25,940,962",3/22/2018
6800,Aroush Knapp,Maxwell & Junior,2244 Porsche 911 2dr Cpe GT3 RS,"-25,969,661",6/7/2018
6801,Anwar Hoffman,"Legowart Kingorty, Ltd.",2246 Jeep Grand Cherokee Trackhawk,"-25,998,360",5/11/2018
6802,Ronnie Griffiths,Cheruharrison Auto,2246 Nissan GT-R Premium,"-26,027,058",4/8/2018
6803,Storm William,Mythicgarcia Dealership LTDA,2247 Mercedes-Benz S-Class Cabriolet,"-26,055,757",3/22/2018
6804,Aroush Knapp,Maxwell & Junior,2245 Porsche 911 2dr Cpe GT3 RS,"-26,084,456",6/7/2018
6805,Anwar Hoffman,"Legowart Kingorty, Ltd.",2247 Jeep Grand Cherokee Trackhawk,"-26,113,155",5/11/2018
6806,Ronnie Griffiths,Cheruharrison Auto,2247 Nissan GT-R Premium,"-26,141,854",4/8/2018
6807,Storm William,Mythicgarcia Dealership LTDA,2248 Mercedes-Benz S-Class Cabriolet,"-26,170,553",3/22/2018
6808,Aroush Knapp,Maxwell & Junior,2246 Porsche 911 2dr Cpe GT3 RS,"-26,199,252",6/7/2018
6809,Anwar Hoffman,"Legowart Kingorty, Ltd.",2248 Jeep Grand Cherokee Trackhawk,"-26,227,951",5/11/2018
6810,Ronnie Griffiths,Cheruharrison Auto,2248 Nissan GT-R Premium,"-26,256,650",4/8/2018
6811,Storm William,Mythicgarcia Dealership LTDA,2249 Mercedes-Benz S-Class Cabriolet,"-26,285,349",3/22/2018
6812,Aroush Knapp,Maxwell & Junior,2247 Porsche 911 2dr Cpe GT3 RS,"-26,314,047",6/7/2018
6813,Anwar Hoffman,"Legowart Kingorty, Ltd.",2249 Jeep Grand Cherokee Trackhawk,"-26,342,746",5/11/2018
6814,Ronnie Griffiths,Cheruharrison Auto,2249 Nissan GT-R Premium,"-26,371,445",4/8/2018
6815,Storm William,Mythicgarcia Dealership LTDA,2250 Mercedes-Benz S-Class Cabriolet,"-26,400,144",3/22/2018
6816,Aroush Knapp,Maxwell & Junior,2248 Porsche 911 2dr Cpe GT3 RS,"-26,428,843",6/7/2018
6817,Anwar Hoffman,"Legowart Kingorty, Ltd.",2250 Jeep Grand Cherokee Trackhawk,"-26,457,542",5/11/2018
6818,Ronnie Griffiths,Cheruharrison Auto,2250 Nissan GT-R Premium,"-26,486,241",4/8/2018
6819,Storm William,Mythicgarcia Dealership LTDA,2251 Mercedes-Benz S-Class Cabriolet,"-26,514,940",3/22/2018
6820,Aroush Knapp,Maxwell & Junior,2249 Porsche 911 2dr Cpe GT3 RS,"-26,543,639",6/7/2018
6821,Anwar Hoffman,"Legowart Kingorty, Ltd.",2251 Jeep Grand Cherokee Trackhawk,"-26,572,338",5/11/2018
6822,Ronnie Griffiths,Cheruharrison Auto,2251 Nissan GT-R Premium,"-26,601,036",4/8/2018
6823,Storm William,Mythicgarcia Dealership LTDA,2252 Mercedes-Benz S-Class Cabriolet,"-26,629,735",3/22/2018
6824,Aroush Knapp,Maxwell & Junior,2250 Porsche 911 2dr Cpe GT3 RS,"-26,658,434",6/7/2018
6825,Anwar Hoffman,"Legowart Kingorty, Ltd.",2252 Jeep Grand Cherokee Trackhawk,"-26,687,133",5/11/2018
